results_url,competition_date,competition_type,competition_name,location,ligue,department,type,level
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285711,14/01,Cross,Chpts départ.de cross court et cross relais u18 et +,Reze,P-L,44.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285769,14/01,Cross,Championnat de cross gironde 2024 et pouss'cross ea po,Merignac,N-A,33.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286073,14/01,Cross,Départementaux de cross 09,Pamiers,OCC,9.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286101,14/01,Cross,Championnats departementaux de cross country,Arnage,P-L,72.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286184,14/01,Cross,Championnats dep de cross long  de seine saint denis,Stains,I-F,93.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286211,14/01,Cross,Kid'cross départementaux 73/74,Albertville,ARA,73.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285992,14/01,Cross,Départementaux de cross 17,Cabariot,N-A,17.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286341,14/01,Cross,Chpts 95 cross,Argenteuil,I-F,95.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287296,14/01,Cross,Chpt départemental de cross du gers,L'isle de noe,OCC,32.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287757,14/01,Cross,Championnat de correze de cross,Aubazines,N-A,19.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287993,14/01,Cross,Championnats départementaux 73/74  de cross-country,Albertville,ARA,73.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286351,14/01,Cross,Départementaux de cross cda 45 + sdis 45,Montargis,CEN,45.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286454,14/01,Cross,Championnats départementaux de cross (69) à anse,Anse,ARA,69.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287081,14/01,Cross,Championnats aveyron cross country,Villefranche de rouergue,OCC,12.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288020,14/01,Cross,Championnat departemental de cross,Belfort,BFC,90.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286391,14/01,Cross,Kid cross limoux 2024,Limoux,OCC,11.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287638,14/01,Cross,Championnats de l'isère de cross-country,Saint marcellin,ARA,38.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287833,14/01,Cross,Cross départemental cd 40 et cd 64,Capbreton,N-A,40.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286396,14/01,Cross,Championnat départemental de cross de l'herault,Saint mathieu de treviers,OCC,34.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287847,14/01,Cross,Championnats départementaux 37 cross-country,Chambray les tours,CEN,37.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287970,14/01,Cross,Départementaux de cross,Ruelle sur touvre,N-A,16.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288033,14/01,Cross,Championnats de la manche de cross,Sourdeval,NOR,50.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288096,14/01,Cross,Départementaux de cross - épreuves annexes : open et mar,Vernon,NOR,27.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288256,14/01,Cross,Championnats départementaux de cross country,Rousson,OCC,30.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288235,14/01,Cross,Championnats départementaux 92 et 75,Chaville,I-F,92.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288111,14/01,Cross,Championnat départemental val de marne,Champigny sur marne,I-F,94.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288170,14/01,Cross,Championnat du vaucluse de cross,Valence,ARA,26.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288265,14/01,Cross,Championnats de seine saint denis  de cross court,Stains,I-F,93.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288489,14/01,Cross,Départementaux 13 de cross,Marignane,PCA,13.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288483,14/01,Cross,Kids cross eveils st esteve 2024,Saint esteve,OCC,66.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288095,14/01,Cross,Départementaux de cross 27,Vernon,NOR,27.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288109,14/01,Cross,"Cross de muret, ch dep 31 cross",Muret,OCC,31.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288174,14/01,Cross,Départementaux de cross country,Verneuil sur seine,I-F,78.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288482,14/01,Cross,Departementaux de cross country et marche nordique 2024,Saint esteve,OCC,66.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288506,14/01,Cross,Championnat départemental de cross-country,Brinay,CEN,18.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288513,14/01,Cross,Championnats 77 de cross tc,Pontault combault,I-F,77.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288794,14/01,Cross,Championnats départementaux de cross-country,Romorantin lanthenay,CEN,41.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290431,14/01,Cross,Kids cross,Marignane,PCA,13.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289200,14/01,Cross,Kid cross ea du muret ac,Muret,OCC,31.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288596,14/01,Cross,Championnat du finistère de cross-country,Quimper,BRE,29.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288841,14/01,Cross,Animation cross,Pre en pail,P-L,53.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288512,14/01,Cross,Départementaux 79,Saint martin de sanzay,N-A,79.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289078,14/01,Cross,Cross departemental creusois,Champagnat,N-A,23.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289103,14/01,Cross,Championnats départementaux 75,Chaville,I-F,92.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289105,15/01,Cross,Cross de l'aj bastia,Bastia,COR,202.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285567,20/01,Cross,Cross de saint-gence,Saint gence,N-A,87.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287919,20/01,Cross,Kid's cross,Saint nazaire,P-L,44.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287082,20/01,Cross,Cross des jeunes challenge cd aveyron j5,Saint affrique,OCC,12.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287110,20/01,Cross,Trophée de l'avenir 2024 - 2ème journée,Vielmur sur agout,OCC,81.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287832,20/01,Cross,Cross de la chatre,La chatre,CEN,36.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289106,20/01,Cross,Kid cross de saint gely,Saint clement de riviere,OCC,34.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288844,20/01,Cross,Cross départemental,Villeneuve la garenne,I-F,92.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=280637,21/01,Cross,Cross/trail xxs découverte des castors,Florange,G-E,57.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285476,21/01,Cross,Poussinade de cross de l'uacg-,Floirac,N-A,33.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286025,21/01,Cross,Cross de saint georges de mons,Saint georges de mons,ARA,63.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287299,21/01,Cross,Challenge hivernal ea-po-be l'isle-jourdain,L'isle jourdain,OCC,32.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287207,21/01,Cross,Cross bois notre dame,Auterive,OCC,31.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288490,21/01,Cross,Championnats de l'aisne de cross country,Villers cotterets,H-F,2.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286237,24/01,Cross,Challenge endurance ea po,Tourcoing,H-F,59.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285658,27/01,Cross,Championnat du nord de cross ea/po/be/mi zone métropole/,Gravelines,H-F,59.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285935,27/01,Cross,Kids cross eveils,Rouen,NOR,76.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281155,28/01,Cross,Cross du vallon sauvage,Cherbourg en cotentin,NOR,50.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284542,28/01,Cross,Cross du houssay - spay,Spay,P-L,72.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285661,28/01,Cross,Championnat du nord de cross jeunes zone valenciennois e,Raismes,H-F,59.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=281017,28/01,Cross,Cross les galopades,Orvault,P-L,44.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283190,28/01,Cross,Cross de bedanne,Tourville la riviere,NOR,76.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=282910,28/01,Cross,Championnat de corse de cross - memorial a. lemoal,Ajaccio,COR,201.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286617,28/01,Cross,Départementaux de cross du pas de calais,Maisnil les ruitz,H-F,62.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286724,28/01,Cross,Cd60 - championnats de l'oise de cross-country,Meru,H-F,60.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287046,28/01,Cross,Kid's cross,Rupt sur moselle,G-E,88.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288903,28/01,Cross,Championnat departemental de cross de la somme,Abbeville,H-F,80.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289101,28/01,Cross,Kid's cross,Lau balagnas,OCC,65.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289223,02/02,Cross,Cross des uniformes de normandie,Saint-lo,NOR,50.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284290,03/02,Cross,4è rohsy cross,Morsbronn les bains,G-E,67.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287083,03/02,Cross,Finlale challenge cross cd aveyron,Villefranche de panat,OCC,12.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287297,03/02,Cross,Challenge hivernal ea-po-be condom,Condom,OCC,32.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287112,03/02,Cross,Trophée de l'avenir 2024 - 3ème journée,Labruguiere,OCC,81.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287920,03/02,Cross,Kid's cross,Pontchateau,P-L,44.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289107,03/02,Cross,Kid cross de lunel,Lunel,OCC,34.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289153,03/02,Cross,Kid cross,Hericourt,BFC,70.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=278612,04/02,Cross,Cross de l'amicale,Troyes,G-E,10.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285019,04/02,Cross,Cross de la sabliere,Viroflay,I-F,78.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286262,04/02,Cross,Cross de la fraternelle de chateau gaillard    à iloa  q,Thiers,ARA,63.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286561,04/02,Cross,Cross des jeunes,Saint germain du bel air,OCC,46.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287017,04/02,Cross,Cross de nouzonville,Nouzonville,G-E,8.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288896,04/02,Cross,Kid cross des geules noires,La ricamarie,ARA,42.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288860,07/02,Cross,Cross ea/po,Rueil malmaison,I-F,92.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286087,10/02,Cross,Cross fsgt à argentan,Argentan,NOR,61.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285944,10/02,Cross,Kid cross,Notre dame de gravenchon,NOR,76.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287787,10/02,Cross,Cross de balan,Balan,ARA,1.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288000,10/02,Cross,Poussinade de cross de l'us bazas,Bazas,N-A,33.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=283077,11/02,Cross,Cross des sources de varces - 29ème édition,Varces allieres et risset,ARA,38.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285287,11/02,Cross,59eme cross de simencourt,Simencourt,H-F,62.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286554,11/02,Cross,Cross ea/po/be/mi phalempin,Phalempin,H-F,59.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287288,11/02,Cross,Cross du moulin des temps perdu,Persan,I-F,95.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286910,14/02,Cross,Kid cross de bourg-en-bresse (ea/po),Bourg en bresse,ARA,1.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288328,14/02,Cross,Kid cross - montceau,Montceau les mines,BFC,71.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285813,17/02,Cross,Kid cross pierre bénite,Pierre benite,ARA,69.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286022,17/02,Cross,Cd60 - kid's cross - beauvais,Beauvais,H-F,60.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284884,17/02,Cross,Kid's cross district centre 3,Pompey,G-E,54.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286763,17/02,Cross,Kids cross,Jouy,CEN,28.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287640,17/02,Cross,Cross d'isle,Isle,N-A,87.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288790,17/02,Cross,Animation relais cross ea-po,Liffre,BRE,35.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288733,18/02,Cross,Match interdépartemental benjamins,Saint pierre les nemours,I-F,77.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289224,23/02,Cross,Cross des uniformes de normandie,Touffreville,NOR,14.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287049,25/02,Cross,Kid's cross,Bruyeres,G-E,88.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290644,25/02,Cross,Championnat 71 de cross court,Tournus,BFC,71.0,,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290645,25/02,Cross,Cross de tournus,Tournus,BFC,71.0,Cham,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287641,02/03,Cross,Cross de cloture,Panazol,N-A,87.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=278417,03/03,Cross,Cross des pres de lyon,La chapelle saint luc,G-E,10.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290349,03/03,Cross,Cross des jeunes,Gigouzac,OCC,46.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290146,09/03,Cross,Challenge hivernal ea-po auch,Auch,OCC,32.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284767,10/03,Cross,Cross de witry-lès-reims,Witry les reims,G-E,51.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290414,10/03,Cross,Kid cross départemental centre et nord seine-et-marne,Pontault combault,I-F,77.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289247,13/03,Cross,Kids cross,Chatenois les forges,BFC,90.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289225,15/03,Cross,Cross des uniformes de normandie,Cherbourg en cotentin,NOR,50.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285329,16/03,Cross,Challenge endurance ea wambrechies,Wambrechies,H-F,59.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286441,16/03,Cross,Kid cross relais tassin,Tassin la demi lune,ARA,69.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287883,16/03,Cross,Finale départementale de relais cross ea-po,Saint ave,BRE,56.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288004,16/03,Cross,Cross de jonzac,Jonzac,N-A,17.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290206,16/03,Cross,Kids cross ea/po uscvl,Venarey les laumes,BFC,21.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290647,16/03,Cross,Les foulées de printemps,Charleville mezieres,G-E,8.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285300,17/03,Cross,3ème cross d'uzès,Uzes,OCC,30.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287051,17/03,Cross,Kid's cross,Corcieux,G-E,88.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=284885,23/03,Cross,Kid's cross district centre 4,Gondreville,G-E,54.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=286756,23/03,Cross,Cross des jeunes,Rouffach,G-E,68.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290877,23/03,Cross,Kid cross ea po du cac,Castelginest,OCC,31.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289140,23/03,Cross,Kid cross zone franche comté,Besancon,BFC,25.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=288330,24/03,Cross,Kid s cross de la vallee des lacs,Xonrupt longemer,G-E,88.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289226,29/03,Cross,Cross des uniformes de normandie,Tourville la riviere,NOR,76.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290487,06/04,Cross,Kids cross,Delle,BFC,90.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=287053,07/04,Cross,Kid's cross,Anould,G-E,88.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=289222,19/04,Cross,Cross des uniformes de normandie,Ecouves,NOR,61.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=285330,04/05,Cross,Aturun,Aire sur l'adour,N-A,40.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=292708,08/05,Cross,Ti gwada challenge olympique 2024 - manche 1,Sainte rose,GUA,971.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=292457,08/05,Cross,Kid cross du 1er mai,Lons le saunier,BFC,39.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=290356,18/05,Cross,Kid athlé limoux,Limoux,OCC,11.0,Meet,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=292119,01/06,Cross,Kids athlé eveils / poussins,Franqueville saint pierre,NOR,76.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=291613,02/06,Cross,Kid's trail,Saulxures sur moselotte,G-E,88.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=292710,02/06,Cross,Ti gwada challenge olympique 2024 -manche 2,Anse bertrand,GUA,971.0,Anim,Dép
https://bases.athle.fr/asp.net/liste.aspx?frmbase=resultats&frmmode=1&frmespace=0&frmcompetition=292711,30/06,Cross,Ti gwada challenge olympique 2024 -finale,Goyave,GUA,971.0,Anim,Dép
